institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
The Regional State Archives in Hamar,the-regional-state-archives-in-hamar,Norway,Europe,NO-A2,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A2,True,True,https://www.arkivverket.no/tjenester,nasjonalarkivet.no,restrito,403,restrito,https://www.nasjonalarkivet.no/tjenester,0,0,0,alta,,
The Regional State Archives in Kongsberg,the-regional-state-archives-in-kongsberg,Norway,Europe,NO-00000002072,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000002072,True,True,https://www.arkivverket.no/tjenester,nasjonalarkivet.no,restrito,403,restrito,https://www.nasjonalarkivet.no/tjenester,0,0,0,alta,,
The Regional State Archives in Kristiansand,the-regional-state-archives-in-kristiansand,Norway,Europe,NO-A4,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A4,True,True,https://www.arkivverket.no/tjenester,nasjonalarkivet.no,restrito,403,restrito,https://www.nasjonalarkivet.no/tjenester,0,0,0,alta,,
The Regional State Archives in Oslo,the-regional-state-archives-in-oslo,Norway,Europe,NO-A5,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A5,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A5,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
The Regional State Archives in Stavanger,the-regional-state-archives-in-stavanger,Norway,Europe,NO-A6,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A6,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A6,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
The Regional State Archives in Trondheim,the-regional-state-archives-in-trondheim,Norway,Europe,NO-A8,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A8,True,True,https://www.arkivverket.no/tjenester,nasjonalarkivet.no,restrito,403,restrito,https://www.nasjonalarkivet.no/tjenester,0,0,0,alta,,
The Sámi Archives,the-s-mi-archives,Norway,Europe,NO-A9,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A9,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-A9,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Trondheim byarkiv,trondheim-byarkiv,Norway,Europe,NO-00000028843,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028843,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028843,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Ulvik lokalhistorisk arkiv,ulvik-lokalhistorisk-arkiv,Norway,Europe,NO-00000028319,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028319,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028319,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Universitetsbiblioteket i Bergen,universitetsbiblioteket-i-bergen,Norway,Europe,NO-00000028320,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028320,True,True,https://skeivtarkiv.no/,skeivtarkiv.no,ok,200,integro,https://skeivtarkiv.no/,0,1,0,media,,
Valdresmusea AS,valdresmusea-as,Norway,Europe,NO-00000028832,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028832,True,True,https://valdresmusea.no/,valdresmusea.no,ok,200,integro,https://valdresmusea.no/,31,31,1,media,,
Varanger museum IKS,varanger-museum-iks,Norway,Europe,NO-00000028822,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028822,True,True,http://www.varangermuseum.no,varangermuseum.no,ok,200,integro,https://www.varangermuseum.no/,0,1,0,media,,
Vest-Telemark Museum,vest-telemark-museum,Norway,Europe,NO-00000028321,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028321,True,True,https://www.visittelemark.no/vest-telemark-museum/,visittelemark.no,ok,200,integro,https://www.visittelemark.no/vest-telemark-museum,0,1,0,media,,
Vestfoldarkivet,vestfoldarkivet,Norway,Europe,NO-00000028322,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028322,True,True,https://vestfoldmuseene.no/vestfoldarkivet/,vestfoldmuseene.no,ok,200,integro,https://vestfoldmuseene.no/vestfoldarkivet/,0,0,0,baixa,,
Archiwum Akt Nowych w Warszawie,archiwum-akt-nowych-w-warszawie,Poland,Europe,PL-2,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-2,True,True,http://www.aan.gov.pl,aan.gov.pl,ok,200,integro,https://aan.gov.pl/,0,0,0,baixa,,
Archiwum Główne Akt Dawnych w Warszawie,archiwum-g-wne-akt-dawnych-w-warszawie,Poland,Europe,PL-1,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-1,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-1,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Białymstoku,archiwum-pa-stwowe-w-bia-ymstoku,Poland,Europe,PL-4,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-4,True,True,http://www.bialystok.ap.gov.pl,bialystok.ap.gov.pl,ok,200,integro,https://www.bialystok.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Częstochowie,archiwum-pa-stwowe-w-cz-stochowie,Poland,Europe,PL-8,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-8,True,True,http://www.apczestochowa.pl,apczestochowa.pl,ok,200,integro,https://www.apczestochowa.pl/,0,0,0,baixa,,
Archiwum Państwowe w Gdańsku,archiwum-pa-stwowe-w-gda-sku,Poland,Europe,PL-10,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-10,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-10,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Gdańsku Oddział w Gdyni,archiwum-pa-stwowe-w-gda-sku-oddzia-w-gdyni,Poland,Europe,PL-93,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-93,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-93,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Gorzowie Wielkopolskim,archiwum-pa-stwowe-w-gorzowie-wielkopolskim,Poland,Europe,PL-66,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-66,True,True,http://www.gorzow.ap.gov.pl,gorzow.ap.gov.pl,ok,200,integro,https://gorzow.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Kaliszu,archiwum-pa-stwowe-w-kaliszu,Poland,Europe,PL-11,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-11,True,True,http://www.archiwum.kalisz.pl/,archiwum.kalisz.pl,erro,,instavel,http://www.archiwum.kalisz.pl/,0,0,0,alta,,Timeout ou falha no carregamento
Archiwum Państwowe w Kielcach,archiwum-pa-stwowe-w-kielcach,Poland,Europe,PL-21,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-21,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-21,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Koszalinie,archiwum-pa-stwowe-w-koszalinie,Poland,Europe,PL-26,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-26,True,True,http://www.koszalin.ap.gov.pl,koszalin.ap.gov.pl,ok,200,integro,https://www.koszalin.ap.gov.pl/,9,9,2,media,,
Archiwum Państwowe w Koszalinie Oddział w Słupsku,archiwum-pa-stwowe-w-koszalinie-oddzia-w-s-upsku,Poland,Europe,PL-27,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-27,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-27,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Koszalinie Oddział w Szczecinku,archiwum-pa-stwowe-w-koszalinie-oddzia-w-szczecinku,Poland,Europe,PL-28,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-28,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-28,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Krakowie,archiwum-pa-stwowe-w-krakowie,Poland,Europe,PL-29,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-29,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-29,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Krakowie Oddział w Bochni,archiwum-pa-stwowe-w-krakowie-oddzia-w-bochni,Poland,Europe,PL-30,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-30,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-30,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Krakowie Oddział w Nowym Sączu,archiwum-pa-stwowe-w-krakowie-oddzia-w-nowym-s-czu,Poland,Europe,PL-31,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-31,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-31,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Krakowie Oddział w Tarnowie,archiwum-pa-stwowe-w-krakowie-oddzia-w-tarnowie,Poland,Europe,PL-33,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-33,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-33,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Lesznie,archiwum-pa-stwowe-w-lesznie,Poland,Europe,PL-34,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-34,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-34,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Lublinie,archiwum-pa-stwowe-w-lublinie,Poland,Europe,PL-35,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-35,True,True,http://www.lublin.ap.gov.pl,lublin.ap.gov.pl,ok,200,integro,https://lublin.ap.gov.pl/,0,0,5,baixa,,
Archiwum Państwowe w Lublinie Oddział w Chełmie,archiwum-pa-stwowe-w-lublinie-oddzia-w-che-mie,Poland,Europe,PL-36,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-36,True,True,http://www.lublin.ap.gov.pl,lublin.ap.gov.pl,ok,200,integro,https://lublin.ap.gov.pl/,0,0,5,baixa,,
Archiwum Państwowe w Lublinie Oddział w Kraśniku,archiwum-pa-stwowe-w-lublinie-oddzia-w-kra-niku,Poland,Europe,PL-37,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-37,True,True,http://www.lublin.ap.gov.pl,lublin.ap.gov.pl,ok,200,integro,https://lublin.ap.gov.pl/,0,0,5,baixa,,
Archiwum Państwowe w Lublinie Oddział w Radzyniu Podlaskim,archiwum-pa-stwowe-w-lublinie-oddzia-w-radzyniu-podlaskim,Poland,Europe,PL-38,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-38,True,True,http://www.lublin.ap.gov.pl,lublin.ap.gov.pl,ok,200,integro,https://lublin.ap.gov.pl/,0,0,5,baixa,,
Archiwum Państwowe w Olsztynie,archiwum-pa-stwowe-w-olsztynie,Poland,Europe,PL-42,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-42,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-42,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archiwum Państwowe w Poznaniu,archiwum-pa-stwowe-w-poznaniu,Poland,Europe,PL-53,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-53,True,True,http://www.poznan.ap.gov.pl,poznan.ap.gov.pl,ok,200,integro,https://poznan.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Poznaniu Oddział w Gnieźnie,archiwum-pa-stwowe-w-poznaniu-oddzia-w-gnie-nie,Poland,Europe,PL-92,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-92,True,True,http://www.poznan.ap.gov.pl,poznan.ap.gov.pl,ok,200,integro,https://poznan.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Poznaniu Oddział w Koninie,archiwum-pa-stwowe-w-poznaniu-oddzia-w-koninie,Poland,Europe,PL-54,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-54,True,True,http://www.poznan.ap.gov.pl,poznan.ap.gov.pl,ok,200,integro,https://poznan.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Poznaniu Oddział w Pile,archiwum-pa-stwowe-w-poznaniu-oddzia-w-pile,Poland,Europe,PL-55,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-55,True,True,http://www.poznan.ap.gov.pl,poznan.ap.gov.pl,ok,200,integro,https://poznan.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Przemyślu,archiwum-pa-stwowe-w-przemy-lu,Poland,Europe,PL-56,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-56,True,True,http://www.przemysl.ap.gov.pl,przemysl.ap.gov.pl,ok,200,integro,https://www.przemysl.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Radomiu,archiwum-pa-stwowe-w-radomiu,Poland,Europe,PL-58,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-58,True,True,http://www.radom.ap.gov.pl,radom.ap.gov.pl,ok,200,integro,https://radom.ap.gov.pl/,0,0,0,baixa,,
Archiwum Państwowe w Rzeszowie,archiwum-pa-stwowe-w-rzeszowie,Poland,Europe,PL-59,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-59,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-59,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
