institution,slug,country,continent,repository_code,archive_type,estonian_film_archive_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/WiZHJfriRjT,Kukeaabits,Edina Csüllög,Kuidas kukk sai aabitsale? | direção: Edina Csüllög | ano: 2025 | duração: 01:00 | regime Arkaader: acesso público gratuito | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/LiG28EowpMo,Kyiv Cake,Animated film; Hand-drawn animation; Mykyta Lyskov,"The events of the movie unfold in modern Ukraine. A child is born into a poor family, the parents do everything possible to survive, but just when the crisis reaches its peak, a new danger flares up. | tipo de filme: Animated film | gênero: Hand-drawn animation | direção: Mykyta Lyskov | ano: 2025 | duração: 22:10 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 1.60 EUR | referências externas: Eesti filmi andmebaas: https://www.efis.ee/film/21671 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/SvN35v7azdm,Leaving Tallinn. 1941,Documentary; Jaak Kilmi; Kiur Aarma,"The battle of the mines at Juminda was one of the deadliest naval battles in history. Over 50 ships and some 15,000 lives were lost in the Gulf of Finland within a few hours in August 1941. In the face of the advancing German forces, the Red Army began evacuating Tallinn on 27 August 1941 in the direction of Kronstadt in Russia. More than 30,000 people, including survivors of the Red Army units defending Tallinn, fleeing communists, enlisted soldiers, and civilian evacuees, were packed on to more than 200 ships. Over the subsequent hours and days, 60 of those ships either hit mines that the Finns and Germans had laid along the Northern Estonian coast, were torpedoed or were bombed from the air. An estimated 15,000 evacuees died. The film of this disaster is above all a story of people, where the sunken ships that where carrying them provide the setting for the drama. All the parts of the story, from the evening before the evacuation to the lives that were saved during it, are told by voices that were there. These voices are from different sides of the events, from the engine rooms of the ships, the bombers flying above them, the border guard posts, the lifeboats, a galley, a ship's cabin, or caught between the black waves of the Gulf of Finland. This may have been the most terrible loss of life under such circumstances in history, but the tragedy and its enormous scale are barely known by the peoples of the Baltic Sea or the wider world. Remembrance brought no glory to the Soviet Union, nor to those countries that ultimately lost the war and so preferred not to speak of th...",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/DASOY9awRDl,"Leelo: We’ll Laugh in the End, No Matter What",Documentary; Portrait; Marta Pulk,"Dokumentaalfilm avab Leelo Tungla varjatud ja värvikad tahud, viies vaataja rännakule läbi tema elu, perekondlike- ja rahvuslike väärtuste – kõike seda ühiskondlike muutuste tuultes läbi aastakümnete. Kuidas luua midagi, mis on suurem kui inimene ise, ja tuua kokku põlvkondi nii raamatu lehekülgedel, eurolaval kui laulukaare all? See on film eestlusest, headusest ja püüdest leida eneses naer kõigi raskuste kiuste. | tipo de filme: Documentary | gênero: Portrait | direção: Marta Pulk | ano: 2025 | duração: 59:12 | regime Arkaader: acesso com restrição territorial | preço declarado: 5.90 EUR | georrestrição declarada | referências externas: Eesti filmi andmebaas: https://www.efis.ee/film/21650 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/XcYLPRlBg19,Luulur,Documentary; Raivo Kelomees,"In the film ""Luulur"", we follow Jaan Malin, who represents his stage name Luulur, on his journey towards the poetry slam and the ""Crazy Tartu"" festival. Sound poetry, originally defined by Ilmar Laaban, is a Luulur art form with roots in Dadaism and Surrealism. Jaan Malin, who has a complicated relationship with his father Ilmar Malin and the poet Ilmar Laaban, explores in his monologue the expectations and pressures that come from these influences. The structure of the film consists of several components, including Luulur's biography and his performances at international experimental poetry events. Interviews with well-known authors bring out discussions about ""meaningless"" art, which is also reflected in Malin's novel ""Earth and World"", written in a fictional language. The film explores how Luulur transcends his role models by creating dialogues with other artists such as Roomet Jakapi, Ivi Rausi and Tobias Kunze. The curation of the ""Crazy Tartu"" festival and the practice of sound poetry introduce Estonian surrealism and Luulur's expressive work, which invites us to ask whether art must have a clear meaning. | tipo de filme: Documentary | direção: Raivo Kelomees | ano: 2025 | duração: 01:00:21 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 3.60 EUR | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/9E4rviqtO64,Mo Papa,Feature film; Drama; Eeva Mägi,"Eugen, 28, is released from prison after serving ten years for causing his younger brother's accidental death, a tragic act driven by his own unresolved trauma from being abandoned by his parents. Now, left with only his estranged father and childhood friends from the orphanage, Stina and Riko, Eugen hopes for reconciliation. But the scars of abandonment pull him back into destructive patterns. Mo Papa explores a devastating cycle of trauma where love blurs with self-hatred and forgiveness is blocked by the weight of blame. In this raw, unscripted drama, life unfolds as the characters confront the unpredictable consequences of their actions, struggling to bridge the gap between longing and the love they cannot share. | tipo de filme: Feature film | gênero: Drama | direção: Eeva Mägi | ano: 2025 | duração: 01:27:52 | regime Arkaader: acesso com restrição territorial | preço declarado: 5.90 EUR | georrestrição declarada | referências externas: Meediateek: https://www.meediateek.ee/film/view?id=333048&q=mo+papa; Eesti filmi andmebaas: https://www.efis.ee/film/21819 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/KcfyxHiuISt,My Family and Other Clowns,Documentary; Heilika Pikkov; Liina Särkinen,"The married couple Haide and Toomas are actors. They have many fans and their own theatre house. Over 20 years, they have won the hearts of Estonian families with the characters they created – the clown duo Piip and Tuut. But even clowns have children. Their eldest daughter Emma is following in her parents’ footsteps and is deeply dedicated to theatre. At home, she has often had to take on a motherly role, caring for her younger brother and sister. Siim loves movies and Legos more than anything, but autism prevents him from living an independent teenage life. Taking care of him requires the entire family to master the art of juggling. Anni wishes more than anything that her parents had normal jobs and that she could have a pet of her own. Because of their profession, the parents are often away from home, and the children must cope on their own in the family’s tiny one-bedroom apartment. Every time Haide and Toomas have to go off to do the work they love – put on costumes, paint on their clown faces, and step on stage to bring joy to the audience – their feelings of guilt about lost time and fear of burnout grow. How can they secure a future for their children, keep their theatre running, and do it all together? This is a story of sparkle in the eyes and tears on the cheeks – a story that touches every family. | tipo de filme: Documentary | direção: Heilika Pikkov, Liina Särkinen | ano: 2025 | duração: 01:24:02 | regime Arkaader: acesso com restrição territorial | preço declarado: 5.90 EUR | georrestrição declarada | referências externas: Meediateek: https://www.meediateek....",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/QRgLFQ2eOAL,NR 59,Short film; Experimental film; Joosep Ehasalu,"NR 59 on hübriidfilm. Esimesed pool minutit on nagu üks poeetiline eesti film ikka - looduse ja üksiku mehega. Minuti teisel poolel muutub film mõneti dokumentaalseks, kus bussis toimuvale sündmusele reageerivad päris inimesed. Tagasi loovusesse! | tipo de filme: Short film, Experimental film | direção: Joosep Ehasalu | ano: 2025 | duração: 01:00 | regime Arkaader: acesso público gratuito | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/LVhIqeLBJE8,"Protsendikunst: Leena Kuutma ja Eeva-Ruth Niitvägi ""Androgynos""",Documentary; Series; Maria Uppin,"Eestis kehtiv kunstiteoste tellimise seadus toetab kunsti jõudmist avalikkuruumi. Lühisari„Protsendikunst“tutvustab selle raames valminud teoseid ja nende autoreid.Uurime,millised lood ja mõtted peituvad nende tööde taga.Käesolev episood keskendubkunstnike Leena Kuutma ja Eeva-Ruth Niitvägi skulptuurile „Androgynos“, mis on valminudViljandi maakonna haigla ja tervisekeskuse Tervikumi esisele välialale. | 1. osa | tipo de filme: Documentary, Series | direção: Maria Uppin | ano: 2025 | duração: 04:47 | regime Arkaader: acesso público gratuito | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/ozPOfCe8Ol2,"Protsendikunst: Mirjam Hinn ""Valgus seguneb varjudega""",Documentary; Series; Maria Uppin,"Eestis kehtiv kunstiteoste tellimise seadus toetab kunsti jõudmist avalikkuruumi. Lühisari„Protsendikunst“tutvustab selle raames valminud teoseid ja nende autoreid.Uurime,millised lood ja mõtted peituvad nende tööde taga.Käesolev episood keskendubkunstnik Mirjam Hinni monumentaalmaalile ""Valgus seguneb varjudega"", mis on valminud Tartukohtumaja fuajeesse. | 3. osa | tipo de filme: Documentary, Series | direção: Maria Uppin | ano: 2025 | duração: 04:23 | regime Arkaader: acesso público gratuito | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",2025
