institution,slug,country,continent,repository_code,ape_detail_url,archive_type,external_url,website_available,content_available_in_ape
Varanger museum IKS,varanger-museum-iks,Norway,Europe,NO-00000028822,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028822,County/local authority archives,http://www.varangermuseum.no,True,True
Vest-Telemark Museum,vest-telemark-museum,Norway,Europe,NO-00000028321,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028321,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.visittelemark.no/vest-telemark-museum/,True,True
Vestfoldarkivet,vestfoldarkivet,Norway,Europe,NO-00000028322,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028322,Municipal archives,https://vestfoldmuseene.no/vestfoldarkivet/,True,True
Archiwum Akt Nowych w Warszawie,archiwum-akt-nowych-w-warszawie,Poland,Europe,PL-2,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-2,,http://www.aan.gov.pl,True,True
Archiwum Główne Akt Dawnych w Warszawie,archiwum-g-wne-akt-dawnych-w-warszawie,Poland,Europe,PL-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-1,,,False,True
Archiwum Państwowe w Białymstoku,archiwum-pa-stwowe-w-bia-ymstoku,Poland,Europe,PL-4,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-4,,http://www.bialystok.ap.gov.pl,True,True
Archiwum Państwowe w Częstochowie,archiwum-pa-stwowe-w-cz-stochowie,Poland,Europe,PL-8,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-8,,http://www.apczestochowa.pl,True,True
Archiwum Państwowe w Gdańsku,archiwum-pa-stwowe-w-gda-sku,Poland,Europe,PL-10,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-10,,,False,True
Archiwum Państwowe w Gdańsku Oddział w Gdyni,archiwum-pa-stwowe-w-gda-sku-oddzia-w-gdyni,Poland,Europe,PL-93,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-93,,,False,True
Archiwum Państwowe w Gorzowie Wielkopolskim,archiwum-pa-stwowe-w-gorzowie-wielkopolskim,Poland,Europe,PL-66,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-66,,http://www.gorzow.ap.gov.pl,True,True
Archiwum Państwowe w Kaliszu,archiwum-pa-stwowe-w-kaliszu,Poland,Europe,PL-11,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-11,,http://www.archiwum.kalisz.pl/,True,True
Archiwum Państwowe w Kielcach,archiwum-pa-stwowe-w-kielcach,Poland,Europe,PL-21,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-21,Regional archives,,False,True
Archiwum Państwowe w Koszalinie,archiwum-pa-stwowe-w-koszalinie,Poland,Europe,PL-26,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-26,Regional archives,http://www.koszalin.ap.gov.pl,True,True
Archiwum Państwowe w Koszalinie Oddział w Słupsku,archiwum-pa-stwowe-w-koszalinie-oddzia-w-s-upsku,Poland,Europe,PL-27,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-27,,,False,True
Archiwum Państwowe w Koszalinie Oddział w Szczecinku,archiwum-pa-stwowe-w-koszalinie-oddzia-w-szczecinku,Poland,Europe,PL-28,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-28,,,False,True
Archiwum Państwowe w Krakowie,archiwum-pa-stwowe-w-krakowie,Poland,Europe,PL-29,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-29,,,False,True
Archiwum Państwowe w Krakowie Oddział w Bochni,archiwum-pa-stwowe-w-krakowie-oddzia-w-bochni,Poland,Europe,PL-30,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-30,,,False,True
Archiwum Państwowe w Krakowie Oddział w Nowym Sączu,archiwum-pa-stwowe-w-krakowie-oddzia-w-nowym-s-czu,Poland,Europe,PL-31,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-31,,,False,True
Archiwum Państwowe w Krakowie Oddział w Tarnowie,archiwum-pa-stwowe-w-krakowie-oddzia-w-tarnowie,Poland,Europe,PL-33,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-33,,,False,True
Archiwum Państwowe w Lesznie,archiwum-pa-stwowe-w-lesznie,Poland,Europe,PL-34,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-34,,,False,True
Archiwum Państwowe w Lublinie,archiwum-pa-stwowe-w-lublinie,Poland,Europe,PL-35,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-35,,http://www.lublin.ap.gov.pl,True,True
Archiwum Państwowe w Lublinie Oddział w Chełmie,archiwum-pa-stwowe-w-lublinie-oddzia-w-che-mie,Poland,Europe,PL-36,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-36,,http://www.lublin.ap.gov.pl,True,True
Archiwum Państwowe w Lublinie Oddział w Kraśniku,archiwum-pa-stwowe-w-lublinie-oddzia-w-kra-niku,Poland,Europe,PL-37,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-37,,http://www.lublin.ap.gov.pl,True,True
Archiwum Państwowe w Lublinie Oddział w Radzyniu Podlaskim,archiwum-pa-stwowe-w-lublinie-oddzia-w-radzyniu-podlaskim,Poland,Europe,PL-38,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-38,,http://www.lublin.ap.gov.pl,True,True
Archiwum Państwowe w Olsztynie,archiwum-pa-stwowe-w-olsztynie,Poland,Europe,PL-42,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-42,,,False,True
Archiwum Państwowe w Poznaniu,archiwum-pa-stwowe-w-poznaniu,Poland,Europe,PL-53,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-53,,http://www.poznan.ap.gov.pl,True,True
Archiwum Państwowe w Poznaniu Oddział w Gnieźnie,archiwum-pa-stwowe-w-poznaniu-oddzia-w-gnie-nie,Poland,Europe,PL-92,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-92,,http://www.poznan.ap.gov.pl,True,True
Archiwum Państwowe w Poznaniu Oddział w Koninie,archiwum-pa-stwowe-w-poznaniu-oddzia-w-koninie,Poland,Europe,PL-54,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-54,,http://www.poznan.ap.gov.pl,True,True
Archiwum Państwowe w Poznaniu Oddział w Pile,archiwum-pa-stwowe-w-poznaniu-oddzia-w-pile,Poland,Europe,PL-55,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-55,,http://www.poznan.ap.gov.pl,True,True
Archiwum Państwowe w Przemyślu,archiwum-pa-stwowe-w-przemy-lu,Poland,Europe,PL-56,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-56,Regional archives,http://www.przemysl.ap.gov.pl,True,True
Archiwum Państwowe w Radomiu,archiwum-pa-stwowe-w-radomiu,Poland,Europe,PL-58,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-58,Regional archives,http://www.radom.ap.gov.pl,True,True
Archiwum Państwowe w Rzeszowie,archiwum-pa-stwowe-w-rzeszowie,Poland,Europe,PL-59,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-59,,,False,True
Archiwum Państwowe w Rzeszowie Oddział w Sanoku,archiwum-pa-stwowe-w-rzeszowie-oddzia-w-sanoku,Poland,Europe,PL-60,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-60,,,False,True
Archiwum Państwowe w Szczecinie,archiwum-pa-stwowe-w-szczecinie,Poland,Europe,PL-65,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-65,,http://www.szczecin.ap.gov.pl,True,True
Archiwum Państwowe w Toruniu,archiwum-pa-stwowe-w-toruniu,Poland,Europe,PL-69,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-69,,,False,True
Archiwum Państwowe w Toruniu Oddział we Włocławku,archiwum-pa-stwowe-w-toruniu-oddzia-we-w-oc-awku,Poland,Europe,PL-71,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PL-71,,http://www.torun.ap.gov.pl,True,True
Arquivo Contemporâneo do Ministério das Finanças,arquivo-contempor-neo-do-minist-rio-das-finan-as,Portugal,Europe,PT-00000028873,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028873,Specialised governmental archives,http://badigital.sgmf.gov.pt,True,True
Arquivo de História Social. Instituto de Ciências Sociais da Universidade de Lisboa,arquivo-de-hist-ria-social-instituto-de-ci-ncias-sociais-da-universidade-de-lisboa,Portugal,Europe,PT-00000028855,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028855,University and research archives,http://www.ahsocial.ics.ulisboa.pt/atom/index.php/,True,True
Arquivo Distrital da Guarda,arquivo-distrital-da-guarda,Portugal,Europe,PT-99999999999,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-99999999999,Regional archives,https://digitarq.adgrd.arquivos.pt/,True,True
Arquivo Distrital de Aveiro,arquivo-distrital-de-aveiro,Portugal,Europe,PT-00000000444,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000444,County/local authority archives,http://adavr.dglab.gov.pt,True,True
Arquivo Distrital de Beja,arquivo-distrital-de-beja,Portugal,Europe,PT-00000000446,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000446,Regional archives,http://adbja.dglab.gov.pt,True,True
Arquivo Distrital de Braga. Universidade do Minho,arquivo-distrital-de-braga-universidade-do-minho,Portugal,Europe,PT-00000028921,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028921,University and research archives,http://pesquisa.adb.uminho.pt/,True,True
Arquivo Distrital de Bragança,arquivo-distrital-de-bragan-a,Portugal,Europe,PT-00000000445,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000445,Regional archives,http://adbgc.dglab.gov.pt/,True,True
Arquivo Distrital de Castelo Branco,arquivo-distrital-de-castelo-branco,Portugal,Europe,PT-00000000463,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000463,Regional archives,http://adctb.dglab.gov.pt/,True,True
Arquivo Distrital de Évora,arquivo-distrital-de-vora,Portugal,Europe,PT-00000000464,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000464,Regional archives,http://adevr.dglab.gov.pt,True,True
Arquivo Distrital de Faro,arquivo-distrital-de-faro,Portugal,Europe,PT-00000000465,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000465,Regional archives,http://adfar.dglab.gov.pt/,True,True
Arquivo Distrital de Leiria,arquivo-distrital-de-leiria,Portugal,Europe,PT-00000000467,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000467,Regional archives,http://adlra.dglab.gov.pt,True,True
Arquivo Distrital de Portalegre,arquivo-distrital-de-portalegre,Portugal,Europe,PT-00000000469,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000469,Regional archives,http://adptg.dglab.gov.pt,True,True
Arquivo Distrital de Santarém,arquivo-distrital-de-santar-m,Portugal,Europe,PT-00000000471,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000471,Regional archives,http://adstr.dglab.gov.pt,True,True
Arquivo Distrital de Setúbal,arquivo-distrital-de-set-bal,Portugal,Europe,PT-00000000470,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000470,Regional archives,http://adstb.dglab.gov.pt,True,True
Arquivo Distrital de Viana do Castelo,arquivo-distrital-de-viana-do-castelo,Portugal,Europe,PT-00000000472,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000472,Regional archives,http://advct.dglab.gov.pt,True,True
Arquivo Distrital de Vila Real,arquivo-distrital-de-vila-real,Portugal,Europe,PT-00000000474,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000474,Regional archives,http://www.advrl.org.pt/,True,True
Arquivo Distrital de Viseu,arquivo-distrital-de-viseu,Portugal,Europe,PT-00000000473,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000473,Regional archives,http://advis.dglab.gov.pt/,True,True
Arquivo Distrital do Porto,arquivo-distrital-do-porto,Portugal,Europe,PT-00000000468,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000468,Regional archives,http://www.adporto.pt,True,True
Arquivo Histórico Ultramarino,arquivo-hist-rico-ultramarino,Portugal,Europe,PT-00000028730,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028730,Regional archives,http://ahu.dglab.gov.pt,True,True
Arquivo Municipal de Albufeira,arquivo-municipal-de-albufeira,Portugal,Europe,PT-00000028650,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028650,Municipal archives,http://www.cm-albufeira.pt/content/arquivo-hist-rico,True,True
Arquivo Nacional da Torre do Tombo,arquivo-nacional-da-torre-do-tombo,Portugal,Europe,PT-00000000438,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000000438,National archives,http://antt.dglab.gov.pt/,True,True
Câmara Municipal de Albergaria-a-Velha. Arquivo,c-mara-municipal-de-albergaria-a-velha-arquivo,Portugal,Europe,PT-00000028676,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028676,Municipal archives,https://arquivo.cm-albergaria.pt,True,True
Câmara Municipal de Almada. Arquivo,c-mara-municipal-de-almada-arquivo,Portugal,Europe,PT-00000028920,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028920,Municipal archives,https://apps.cm-almada.pt/arquivohistorico/,True,True
Câmara Municipal de Cascais. Arquivo,c-mara-municipal-de-cascais-arquivo,Portugal,Europe,PT-00000028728,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=PT-00000028728,Municipal archives,https://cultura.cascais.pt/list/arquivo-historico/arquivo-historico-municipal?section=0,True,True
